ID_encrypt,Level,_What_did_you_do_before_studying_at_ALC__,_What_will_you_do_after_the_ALC_program_ends__,_Who_pays_for_you_to_study_at_ALC__,_How_did_you_hear_about_ALC__,_Which_digital_devices_do_you_have_with_you_in_LA__,_How_do_you_stay_in_contact_with_your_friends__,_Which_English_test_have_you_taken_within_the_last_6_months__,_What_was_your_score__,_Which_English_test_do_you_plan_to_take_in_the_next_6_months__,_What_major_or_field_do_you_plan_to_study_after_you_complete_your_ALC_program__,Quarter
0x016744C745200520571CF0888FC60CE9501846E8F9E87D0A266EB1AD4E27088F7BEA65497C9795D439B84EC6C93669265BC279D7CFD4471EC3458321787BA468C5,NULL,working,2-year college,family,agent,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,"Business/Finance,Art/Architecture/Design",AIEP_SU17AB
0x01C43B7063975DB80B07DE01E3488B32E54BD90B191C170FBF0F8F93A625A32FA7AE5896C285A8BCFFCF5CF0E4EBFE47D59B0B4C1D3B6E0D3A9BC070DB77A8CF40,NULL,student,return to home country,family,friend/family,mobile device,SMS,none,NULL,none,Other: Computer Science,AIEP_SU17AB
0x011049776F91695AAC5A2AF675EA1FA2171BE97FFFDE8212BE1CCCDBA6DB4CC623F09818FF611E97BDA8EB87FBAC4EFCA09FDB80D7B732E1C9AB3BEDC8ABD01A8D,NULL,student,return to home country,family,friend/family,"computer,mobile device",social websites,TOEIC,510,TOEIC,Engineering,AIEP_SU17AB
0x0190B6B749E4D80708D08B38A294B4D53041D89E9E339B9716E65C0B1AD62AAEC99EDC64411BD294AFBFD9801241F40781A17AE23FBCE047A646BDB37CE92BC185,NULL,student,return to home country,family,friend/family,none,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x019B515137B23EFB57CCCD37441CF0D37B2D0A5E516E3910363754D45D2F2FCE4C7F0263B04BB7ECC8E65894B6FF5E63E1ACA19BF7D764718EDE45BD09DBDFAF06,NULL,student,MA or PhD,family,Internet,mobile device,SMS,iBT,NULL,iBT-TOEFL,Law,AIEP_SU17AB
0x010B67DACF2F2606193513C537B61E353DA2163EA68349C27423556998BD242AADF8101B409AD6E7FE0B4A85CB730FE7F0936109F139F26EDD93E6757584F79E56,NULL,working,UNEX certificate,family,agent,none,"SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01591D0C2787A651024E1E47B3E53198984C2FD9C2EDE77AEFB11DC0B841BED1FED8CDE42C6B1D4BFE8E4A33EAA911B3295D5AAB4B37BEE3307D06278BDF78D76F,NULL,student,return to home country,family,ALC student,"computer,mobile device",SMS,none,NULL,"iBT-TOEFL,TOEIC",Other: French,AIEP_SU17AB
0x019080BC1F0E4C0BFD52B69951B54067371A0E2675CF71F94886522FCAF7B8FA21AA70DA26B7895144CAB2115280CC59A6A760FED78E89AE8A8982BE0703CACE66,NULL,working,4-year college,self,agent,mobile device,SMS,none,NULL,iBT-TOEFL,Medicine/Biology,AIEP_SU17AB
0x012DAB03CBD78F71D7A0C66609595942A7A80E1EC31B2CE279E38EE1F6FCAB82368CC37F544D472DCB438DA8834CC3F93DC0D5B931B9D59A484DA69451F71485B3,NULL,working,return to home country,self,ALC student,computer,SMS,none,NULL,none,NULL,AIEP_SU17AB
0x01BD126CB2C608DC20A87B0047FFF21DFBA1545189D1A85C16C39CC36F5A789E82B8213F41103DDEC92ACAF398F75686A506F819328F6B3322DBEB225D170070BE,NULL,working,MA or PhD,government,agent,mobile device,"SMS,social websites",none,NULL,"iBT-TOEFL,IELTS",Other: International Relations,AIEP_SU17AB
0x0177296CA3F84D9C18ED310B619ABFB87C2D2F6A1B45205249FB9B0424D5C9DB428E9D6AF0E5789E843E0CAE766AB17143F7A697C89EC81DA3B3481BCBDCC5C241,NULL,student,return to home country,family,advisor,"computer,mobile device",SMS,TOEIC,580,TOEIC,Other: Communications/Journalism,AIEP_SU17AB
0x015E865883AE4330F36EE9C5EBBE5CAD4B6FB4EAA31FFD0350574C27F08C2D78038907161F57632336CE38E434834C0F4302D0767E55595BE8B671654B17D446A6,NULL,student,return to home country,family,agent,mobile device,SMS,none,NULL,none,Art/Architecture/Design,AIEP_SU17AB
0x015ADD7B64E20FE646917D4C762927FD9216E8D8E5A56C862F928AF1E264DD6B1B8F1B1564AA80EC66F6F411D9208A92E5980C93BBAC2B6669C2D3C8446892FC70,NULL,student,return to home country,family,friend/family,"computer,mobile device","SMS,Skype,social websites",none,NULL,"IELTS,TOEIC",Other: Computer Science,AIEP_SU17AB
0x0188426C3487F56A45A0F4C42B09991880274EE061AEE606DBC4AF2A428EEFDEB91708AED152370384FC5F5ACC6C293F473240AF760F5DE4E47E9B1923361FCDE6,NULL,student,return to home country,family,Internet,"computer,mobile device","email,social websites",none,NULL,TOEIC,Business/Finance,AIEP_SU17AB
0x01C28B496A5F3A284B8BB6F081F9A066998A0E6E83C4D5ACE28CB9D5A8FACA6E71977B9F8BE980C0073845DC46A4C49D6D1670608DB355C5822C40BA9546D3C18D,NULL,student,return to home country,family,advisor,mobile device,social websites,TOEIC,550,"iBT-TOEFL,TOEIC",Education,AIEP_SU17AB
0x011A7F786DFBB56AB100EB530AFE883AE438A412E37924DC29EA3B447F408B5BF03DD2ACABFC0BF1C078B4F07D5B944AF48FCC8181534AB7EC881C851EBF8FF20B,NULL,working,MA or PhD,"self,university",Internet,"computer,mobile device",SMS,"TOEFL,TOEIC",60 ; 810,iBT-TOEFL,Other: Public Policy,AIEP_SU17AB
0x01CA10F8085CCF882907FAA1715590BB3E87005C68EF9A58E3DCB8CB50B65980F700D276C68CA16606211700E5CF4BD5D4829E5D0EA6656B558470C55CB01E80BF,NULL,student,UNEX certificate,family,agent,"computer,mobile device",SMS,TOEFL,82,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01250B4B719D9348601F1E9DBD9DF11CB7B74A4A9ADB34CA98E00507CEA078FF4882BB3FAA38B7125C35018FAAD653ECFB738384E986D32FF82CB22D4319568CC8,NULL,working,MA or PhD,family,agent,"computer,mobile device","email,SMS",none,NULL,none,Education,AIEP_SU17AB
0x012F38CAC3E75303B734B3D887DBE7F28B73C0330420729E46745F73BBC67D2E9F1926A1AF9F5F84D6D0125718170AB9F0D68E5BBDA5E45CF64CCE440FA8698C3A,NULL,student,UNEX certificate,family,agent,mobile device,email,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01757C7FB3B3ACF865F49989968236531384E74808B3E9FEF1F29E6E44E4B349650FBFE5FF4778A06D86440C55AFBA295D9B397DC2A5F88765B630909B5AF4B459,NULL,student,4-year college,family,friend/family,mobile device,SMS,none,NULL,IELTS,Medicine/Biology,AIEP_SU17AB
0x013B8F27EDFAB298C73EC85A3FE14A324B33099F3F2B329B3281BA6E7C5EDE2D17EEA550F47FF0E0208A7DC4E59B38205AC3847D276152E5008542805F1935A7B0,NULL,"student,working",MA or PhD,university,Internet,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,"Law,Education",AIEP_SU17AB
0x018BB3B0F39347D94220B764B8C00808BFB25F02BF0C0EC830A66B2A867FBFA3D4940C101384C37BC8527044F6340801C6A702B736B7257DDCDD860153B0C2ABEC,NULL,student,4-year college,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,IELTS,Art/Architecture/Design,AIEP_SU17AB
0x0104486D9FF94CF6706F0ACD8EEF7A955EF3130BD66266B11B50CCD0B7E33877E15E0E7F16C601D1C71F82363A4F6E4F51895B33839F749730D7640ABA447E7A7A,NULL,"student,working",MA or PhD,self,Internet,mobile device,"email,SMS",none,NULL,iBT-TOEFL,Education,AIEP_SU17AB
0x0196479F92D049A8A77253BE538D698BE1EFEE685229D6923F12AC8BE82DC7037B78D4088B9495CAF053E2B0F863358EEFF213C4947C9F2150AE47545CD1FD11F6,NULL,student,4-year college,family,Internet,"computer,mobile device","SMS,social websites",iBT,97,none,Business/Finance,AIEP_SU17AB
0x01F73E877D22D4B6B69D69DDE160A961638FA5A007CCF8FB97DBDAD1039C30113AF581D059E4062ED512E61D910568BC46BB166F0B8E9D4C370FA12CAB9F4BDA2D,NULL,working,return to home country,self,ALC student,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,iBT-TOEFL,Education,AIEP_SU17AB
0x0104702BE5BD9BFA3DF55E6523CB86EFD79412635573B7E225483F526A747C0F1DA80C511B79FDF931C80AB21C20D2BB6D3CE525E7F4F4D98EAB6BA729F2B06F21,NULL,student,return to home country,"family,university",embassy,mobile device,SMS,TOEIC,470,TOEIC,Other: Language,AIEP_SU17AB
0x01219D0E7F43B8815CA7CCC10E46A0A33D81CB6F17D37AAA0230D507DD1B34F69D9F45A85AD96841F412264A09680AEC337F93EEE68E632B03EFF40824E5D35757,NULL,working,MA or PhD,government,friend/family,mobile device,Skype,none,NULL,IELTS,Engineering,AIEP_SU17AB
0x013A4116B7C005625E44CC0180505D657EBEEA2D304F7A564087557805874453B943355668221C077C330E7B4D736FE11873B9B9DF16F22E12DEDDB6F927C69F9C,NULL,working,return to home country,self,ALC student,"computer,mobile device","email,SMS",TOEFL,43,none,Business/Finance,AIEP_SU17AB
0x019E93A13FC0E277F0CC6E0C9240B2C855C78465160DD9663C64B1EC65F2C1B921C94CD02E2B765A99A0DECA98602C1BC9C5EC715C158E5198EDA3BFF4E8D07C35,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,none,Other: Entertainment/Film/Media,AIEP_SU17AB
0x0144AC59555553A66CF1FC4E0DEF857A7D5EE47C1A3A1EA170D4CB9DF3C93C6EA97E857F9837B0996750947E9319D5E5407C75ADDB287B52278B8FF59ED9895CE2,NULL,working,2-year college,family,friend/family,mobile device,SMS,none,NULL,iBT-TOEFL,Other: Psychology,AIEP_SU17AB
0x0183AAAFA716754010192836CD1301A2F9349720E7EDC09535EE6090698368D466BA7DAA4E0E90BBEF9EF276F97EA448E241BFDC253E107A5A98EFE46647E57EE6,NULL,student,return to home country,family,Internet,"computer,mobile device","SMS,social websites","iBT,IELTS",76 ; 6,"iBT-TOEFL,IELTS",Business/Finance,AIEP_SU17AB
0x0156D3189C5E806DD7E70E23BB6A4D18004D86FE8CDC54FC255CF06E0D8D2DB917B96866A6E26EE92F27AF46F1DA60162014113372FDCFA5F7339619E251E801B9,NULL,working,MA or PhD,government,ALC student,mobile device,"SMS,social websites",IELTS,6,iBT-TOEFL,Law,AIEP_SU17AB
0x01C1EF6EC1645B1E10E242AD51BBBFEAE79CAF0A802A1460553080C7535831CB5D1604C712FF27F1EDAD4316DD1AD0BDFC07A4FE46D1C882F957D78DE2C1A6935B,NULL,student,return to home country,family,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Law,AIEP_SU17AB
0x01CFF57C5C1A13B606D39AEA42A0DE60C08C97D679392508EBF329A45BE4912521DB5E03E8B612FBFF13E7AB878AD4D0E0093957ADB0F43A3836EB848571DF0021,NULL,working,MA or PhD,self,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01E00CF074F31137107302980A1166DD4B953E06C84E27632932791C9D73110DF4604BB6D3999430DD876EEA8CB7B124986FAB553AFA8D1099ED3F133A4C1E1828,NULL,working,UNEX certificate,self,agent,"computer,mobile device",email,none,NULL,iBT-TOEFL,Law,AIEP_SU17AB
0x012576BA3A05C873CE1AE959B1384DF3160DEFB8FFED99B99947B93B038C05EAC9CA45C79DB71F5EB9AC2912A0908F6A55C7A606598F7FF5ACF42FDD438D06BD1C,NULL,working,MA or PhD,self,advisor,mobile device,SMS,TOEFL,84,none,Law,AIEP_SU17AB
0x01F0230DCB253453ED288A3486BE9F9462F5922709408C8A91AD0DE5CD265E21188035A3E721C8CB9EDD8E981BF9136B151DBB159F770BF90CBA22A1270413882F,NULL,student,return to home country,family,advisor,mobile device,SMS,TOEIC,555,TOEIC,Other,AIEP_SU17AB
0x0150BA250593EC81070C86F12B0B1FAEE3AB8851779F793F2BF35B85FE6B0F96A5DC13CADF90F2C57B0DC5F2205219AE8C0001DCB31E4F37BE874A7AF2D835328F,NULL,student,return to home country,family,advisor,mobile device,social websites,TOEIC,540,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_SU17AB
0x01EEA3B8395B1151F566CFA590660F4482A44E1A5A696510A60C0ADB4788E3DDD8178FF7A83EF961A4564BEE38695DE096B87644E26EBB56A790D7EC8081759CB3,NULL,working,UNEX certificate,"self,family",Internet,"computer,mobile device",social websites,TOEIC,890,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x0175D121B7B8F42A1EC09155CDC70E6674BB54346038C9C262B31A6F96B40CC9532B03A577A8FF648A3D542B828D4E7D70AE5FF9D7600A3811241C908C979428AE,NULL,student,4-year college,self,Internet,mobile device,SMS,none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_SU17AB
0x01798CFC133976C34D9384054ACEF401AD21A9C8C463CADC57E83E01024134B573CBC37C243409FD5FFF88E15BF0B7F8A4F983401DEEAFD5039A870D89A4C5B3D2,NULL,student,return to home country,family,friend/family,"computer,mobile device","SMS,social websites",none,NULL,TOEIC,"Business/Finance,Engineering,Art/Architecture/Design",AIEP_SU17AB
0x0187553C51B468211D19204C05FE70C9455825A655F1334002888CE3D0A36FA2B6C7A9A3BDAA4BD3D644460AA1D2D4403AEB30BED0AFB88EE0BF70A0E7E9EE8AE8,NULL,student,return to home country,family,Internet,"computer,mobile device",SMS,TOEIC,690,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_SU17AB
0x01EBB56C2A726685CB9850AE9F730BFC5CBEDCAF487E185725D5EF189D1D70B8E9F4A090608E5C7E529D88F76585BE9FAD9742BCB3FD6B0C0631DE272A84DA732A,NULL,working,MA or PhD,government,advisor,"computer,mobile device",SMS,IELTS,5.5,iBT-TOEFL,Law,AIEP_SU17AB
0x01DD004F43D917516CD811D7D40BF8B6537F9294C5F58B8B2F538F38CE87A1F11BD4DB4E9DE09E2770515DCDC010CF2671E3FB6E00507639E11A6147E1E7481D17,NULL,working,UNEX certificate,self,agent,"computer,mobile device",email,TOEFL,78,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01E4DBCD022A3ECF317C81CF4224A3181A160CE3C56B36539DED6F262DF341714D87755EB0F221983972BB5959F02BF1BBAD3F5779EBB7CBAF1817D9A2DB4D6220,NULL,working,UNEX certificate,family,friend/family,"computer,mobile device","SMS,social websites",TOEIC,785,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01D408B384A6E97734397E6B72A0CC7733BE82A4EF7122B9984CE4AC4661E2FC1F8D4022B048543FB7924A0AA9AEF046ADD60A296DAE440B51FABE9E1BE4A83BAC,NULL,working,UNEX certificate,self,agent,"computer,mobile device","email,SMS",TOEFL,82,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x010EFCDE2C1936A9A57A92CB602D05420D6309F6C1EB1AAF6222889B36E19B5F41CEB66D38FBA19864C40ECC6523F9182F4EA3E8F50F36955BFC008F59EA9112FA,NULL,student,MA or PhD,family,friend/family,"computer,mobile device","email,SMS,social websites",TOEFL,65,iBT-TOEFL,Art/Architecture/Design,AIEP_SU17AB
0x01E39D1951693E1AE0742A78FFBA6CB9F84B835895DDD409C2B09C126448DA20D7AD67D18F972E0509FCBC8E4E4F2EF6BAB0BBA07EF6371EB60890B8F9E07DFBDC,NULL,student,UNEX certificate,family,friend/family,"computer,mobile device",SMS,none,NULL,none,Business/Finance,AIEP_SU17AB
0x01B1547073B1424BB44F147333B9E59FE23A691793F2F4C468F71E832FA4DA03FCB07B95587D9AA4B1196DC2FDE484410093BA6C3BF2A1185E9BCB4F1F8C22AD88,NULL,working,MA or PhD,company,advisor,mobile device,SMS,IELTS,6,IELTS,Engineering,AIEP_SU17AB
0x0172DA8BE7E77C07B0ADE7AFA065C3ABB6BDA4C3025A8C306EEE9606615410E84E6FAEDECBD01F80639153AB5F22EC168721C1416E84AAE0BB2FE6FF141331599E,NULL,working,MA or PhD,government,ALC student,mobile device,SMS,IELTS,6,"iBT-TOEFL,IELTS",Business/Finance,AIEP_SU17AB
0x01A705555C4FE9FE794928D9862B06A757C92E13BD65EAD0A8CBE977E85B03DE7BF7006912AC056CE2A1806A3F8617891CD95F1B7F1815F2BE0D44768D0830B2FD,NULL,working,return to home country,self,friend/family,computer,SMS,none,NULL,iBT-TOEFL,Engineering,AIEP_SU17AB
0x018A0E3104FEEC020E30446C82D82060DCA051B7322D4802A36A19B5B813BAC425585EFC4D345D9956DFE9C12021CB50F33F613AFFCC36A16A3796E8E396370C21,NULL,student,4-year college,government,Internet,"computer,mobile device","email,SMS,social websites",none,NULL,none,Engineering,AIEP_WI17
0x01A6AC764DD48AF68412777A0CC2F0A5ABD96C1EEFB3B6C397717674498D8669A68D01DD62BCBA0F5BC5D556E40399798AB8753E507398748C47AE1FAB442167D0,NULL,working,MA or PhD,government,ALC student,"computer,mobile device","email,SMS",TOEFL,74,"iBT-TOEFL,IELTS",Medicine/Biology,AIEP_WI17
0x01F4AF0DFAF126C437C97CEEFA8477D6F0A24C07C32A9574E39D345B88F1F03918E22CF2EED26B02E9A829EB2A2FBA38DCE72B2156B0BB40B01B7357C15F8D0C42,NULL,student,MA or PhD,self,Internet,"computer,mobile device","SMS,social websites",IELTS,6.5,IELTS,Business/Finance,AIEP_WI17
0x016DE41CCF44D0EC5878CE2763D6E9876EF97AB97AF3C17EEC851B8A12C229B0C4C0908BE0FF85496DFCD15BFD927DDE35CFD3B493695705C76B4A3E90907FFBFB,NULL,student,4-year college,family,friend/family,mobile device,SMS,none,NULL,none,Engineering,AIEP_WI17
0x011BFE89785F269F5935EC40DACB09DE8532318C078B6B25A42DA5D6EE62675BA1FF08275AAC96DF57F64099B09C869BBB84BB507D13DFDF3A941AB9B299A2A73D,NULL,student,NULL,self,advisor,NULL,SMS,none,NULL,iBT-TOEFL,NULL,AIEP_WI17
0x01157C2417F13CDD27DC21456EDFCF6D5020301AAAEC2766E331DD7871E41D76A454AC42F00A57CEF430A6440CA21444FE7BD42E123D0EF3EE5FBAE6713CC581AD,NULL,working,MA or PhD,government,Internet,"computer,mobile device","SMS,Skype,social websites",IELTS,6,IELTS,Other: Climatology,AIEP_WI17
0x0139EEE4821A1BFD8B9F2B8610EFDF9BC518D6046DD76BCE3FC7DC700C6426B90B05C64E36D68AF81814BA64FCBFDB1AFC0E272BC59B7765B43D631B14D14B9661,NULL,other,4-year college,government,ALC student,mobile device,SMS,TOEFL,87,iBT-TOEFL,Business/Finance,AIEP_WI17
0x01BC8C31CFF4DEAC260507D57CFC2C658FE9A8D0596AFA2C094F1A30E4DED1198C1A45449CE026E18829C16A77DEDD57B3117C0CB9FABF74FC17E98C32AF694FE3,NULL,working,MA or PhD,government,embassy,mobile device,SMS,none,NULL,IELTS,Business/Finance,AIEP_WI17
0x017CA4839926CA5FB462A7D27B8561685A7A43B9B786BCD92941A489FB4C22E0C2FE393F6BD82BFA02D44ABCBB39976AEEAF29EA65BFA58F51AAC77CE38BBB5886,NULL,student,4-year college,government,friend/family,mobile device,SMS,none,NULL,IELTS,Engineering,AIEP_WI17
0x0165F42601ABD59FFFCFFB31A0F5140B925A978A709D3A6D802FFB2803763E23A3FB0F27803B3A0BD43CE3826BCA88393633287CCF0907A08B9929C1897BD068C4,NULL,student,4-year college,family,friend/family,mobile device,email,none,NULL,IELTS,Business/Finance,AIEP_WI17
0x01140C1A5BB10443E8325FE3E499359380A336AF8C86F83CCDDB55279B85206B3B87CD89AEA8F6A46AE70CD113E85E6C04A08BB3449ABF621E47B8DE5E761E9F92,NULL,student,4-year college,government,friend/family,mobile device,SMS,none,NULL,IELTS,Engineering,AIEP_WI17
0x01972B3B79F47EBAACF105780563DACB684D5836072F8CBD0F864D5937BEE9A54616A64CBCD5890B7C800E908D7D6B74E1A965A128D4F0B7D7C9D7DE37825231B0,NULL,student,UNEX certificate,self,friend/family,"computer,mobile device",SMS,IELTS,6,none,Business/Finance,AIEP_WI17
0x019BF7CCC5158C7C61C1DA18D2F02F2D79460C216CE4FD456F59E3B49F3CD7BE47553830BA5CB32B6B92629641008DA7C1D3E60ED8F5AFEC6C87EB59508DA2AE5C,NULL,working,MA or PhD,self,friend/family,"computer,mobile device","email,social websites",none,NULL,iBT-TOEFL,Education,AIEP_WI17
0x01059DE860A58624F87A34EB895F21CF9A69C2A06238A496E439CFEFE469AEA1D0E2AB548EA45980624FD6EE1B73BE4CA89B104B91620A27181815F2A23CA6269D,NULL,student,4-year college,family,friend/family,mobile device,"SMS,social websites",IELTS,5.5,IELTS,Engineering,AIEP_WI17
0x01E63DB5C5445901AFC1126ABF1F0957A0918E9362DC4B1EB519627D195FD2CB28B534241998CED85963465A173238A2F316C59DE2D3CA143208163C88570A851C,NULL,student,4-year college,family,Internet,mobile device,"email,Skype,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x015C6CCFC759D7704A9C4AAAD6444BE806B702518A1328E2C99AEB977FD9C44D23E5DED86FA1F1E266FB8D98A33AFFD5232B118291D092C9D324224FBAEF843C4C,NULL,working,UNEX certificate,self,embassy,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_WI17
0x01FD685A16B7EB461CD2E676DFD667BEBD3782CC72FF25C5F2A613E5CA0E73240B23EADAA592944443F4F416897F82D158A0476F783E32D9B0FF6D7EBF64C88EAC,NULL,student,return to home country,self,friend/family,mobile device,email,none,NULL,none,Art/Architecture/Design,AIEP_WI17
0x0145DC5295EED2A2BC2C0958387CC3A7FD8B6B48949B0019972FF1EC9B2D2D20F323AC4479CE1643BAF5B65AC6E31ED09B8126622324D0A82904CC9CF3088792DD,NULL,other,UNEX certificate,family,friend/family,"computer,mobile device",social websites,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x01157E6BFAF20750536EDB8EFFEFA49AC25808CAF4626134B93450DDBB2CA26F5B29F59576AF61D4E092A72BDDC52A78E1A7EDDB5696A68E0B44FEFB71CE4756AD,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS,Skype,social websites",TOEIC,600,iBT-TOEFL,Business/Finance,AIEP_WI17
0x016F8CB167B6DF88D0AC15702DCED36237D78BFA970AEE60E7898D8BEE2C7A07BC1F552163C0A721339E088B5EADF57EF1A57509DBC007B335E856F4E6A1431978,NULL,working,4-year college,self,agent,"computer,mobile device",SMS,none,NULL,"iBT-TOEFL,IELTS",Art/Architecture/Design,AIEP_WI17
0x0123560A6AE08DCDCCD8E919EC52778ED429127FC0A9DF21F3146B1BC20EEF3822364AE8D610E7BB5EBE50E5D1F0852D57DB2B02BB193DB387195B7BD0076D3487,NULL,student,return to home country,family,agent,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Other: Economics,AIEP_WI17
0x01944F3842D70D640D10DE3F308EB4630A8340FE68E52A991C0D259A697E04FEECEF34783800552FCB4FE28BB0428F07A83779CEBD101071C953159A753E6D895D,NULL,student,return to home country,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,none,Business/Finance,AIEP_WI17
0x01DAE9DE32B065F38EFDF51BFABC7746FC9D3096EEA5A754E2C96F6B7468F09D9974C0C8E80F20069504193834A438E7DC34303C3C07E7ED47BD3511C9FACC8B83,NULL,student,MA or PhD,family,agent,"computer,mobile device","SMS,social websites",TOEFL,89,none,Medicine/Biology,AIEP_WI17
0x015B8664CB00F585D8A517B38A35872C11996496694281416D06008B83C014BE598D89D8530E034CD80F0A19208211874FBC49FCA046F6609215A4769B7AF43956,NULL,working,MA or PhD,company,friend/family,"computer,mobile device","SMS,social websites",none,NULL,IELTS,"Art/Architecture/Design,Other: Journalism",AIEP_WI17
0x01545C4D84D36290CAD3B49D0401D16D0238002368F6F65202AC24F87BAB9C5E7485CB841A0920FA4EED838EED0D5FDA64345D92C0A8DF169911FA19FB00DBEC87,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,social websites",TOEFL,53,iBT-TOEFL,Art/Architecture/Design,AIEP_WI17
0x01F4833D90B7B35870BC0FB5347E5C1211E9F5C0B50226186FD9CEABA05247E3385333117FD7FDF9EF6F0EC88080DE0FD45BA4D3B7ADD2C040F59FB3DD9E1BC383,NULL,student,MA or PhD,family,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x011D5D8C850C91E15D616777EC6A5E0450BA706D2225B1CE79FE9BF21A0917C929A1CCD563C6284F1DBC2DC58A57734799F1C73AD9E358476B5F1DEFE66D3D24B1,NULL,student,MA or PhD,company,Internet,"computer,mobile device","email,SMS,social websites",none,NULL,"iBT-TOEFL,IELTS",Other: International Relations,AIEP_WI17
0x01D4759C9C6C93F5F3888D0E0C2FFE476D764220F4FCBC843B54070B7BE1C00CF114DC9659E38EA70E082E14B482A072BCB5BA0356F088706AB737CF1BBBBAEDB4,NULL,working,UNEX certificate,self,ALC student,"computer,mobile device","email,SMS",IELTS,5.5,"iBT-TOEFL,IELTS",Business/Finance,AIEP_WI17
0x019DC83F9B836069F7A478C9111F68F9E43104272AC33AF5D4E90CC90C16F411B6DF3E8E78907143C6863A21DFAC8B3F8B4F77BD84BFB20171395BD296FD7EB5A9,NULL,working,UNEX certificate,self,agent,computer,social websites,none,NULL,none,Other: Project Management,AIEP_WI17
0x01D75706CD82420900B8FBFB5960B9D3509D5F7343EFA5746BE49305705572E204BED02864FA9FAC3920E5C524CF9D9B72ABE0C95969FFE85DE6EBFFC24728ADC6,NULL,student,return to home country,family,ALC student,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x01EDA24E08D60ACC9F47AF2A4FEC5B5D3E5944DD9768B953F5508E82D014004C2D8FFAA15CD320C8A2A3263EAA4A99AEBDA90089A24D80E81D11883732F69C6620,NULL,working,UNEX certificate,self,agent,mobile device,SMS,none,NULL,IELTS,Business/Finance,AIEP_WI17
0x013184EFEC52CEBC5ACBAA2AD32E4CFA863A6F34EA8EC0AA5FF754D54CE875B6EFCF8A3A447883EC7C4E9690097B4A8CB006D338B7E2DB2398547B9610FB1D94EF,NULL,working,UNEX certificate,self,friend/family,"computer,mobile device","SMS,Skype,social websites",none,NULL,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_WI17
0x019C871A3DCAA02E0C5D56DBADAD8B3329F84E2F6B6263FE54C01117FBD8101C8A88DE7144D15EA70259F55B1020630B97F57C5559D13685176D02E757A0C6DD03,NULL,student,UNEX certificate,self,friend/family,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x013F70B09CDC96AE4F0603C80E38A95E62EE5C2F59117EF429272074E5BEFBD437DAD055BD4B93B39F0B59767B16274130CB226FBB6D0DF02ADB8DD4469FFFC885,NULL,working,UNEX certificate,self,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x01DC7AE922E0CEF82F0C8499440C39262696038403D9E569639275E09AA7A0D4AA63D2F2DEE6FE688E379FA15926DACEAD856ED556882DFC5CAFC74A2161465723,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS",none,NULL,none,"Business/Finance,Education",AIEP_WI17
0x017AD3DB6D68FDEED6BFA6D76915DD8A9944DB659C4C02AC1F23135611D3F843F0FECF670E6F5FEE56394A29FEA723DC16F4CFA0A56755BE6235E7140FD90CD17F,NULL,student,return to home country,family,agent,"computer,mobile device",SMS,none,NULL,TOEIC,Art/Architecture/Design,AIEP_WI17
0x01EBC7FBEEDD055F7AD0C05FCED1C66043D7987C208171C02D07E2A8AA4740173EAC4182F8826F9298D6FB561559FDCF170B0C24AB9A4DF5CF1073A2B776CE3D22,NULL,student,4-year college,self,friend/family,mobile device,email,IELTS,5,none,Business/Finance,AIEP_WI17
